habitaciones;baños;precio;link_inmueble;metros_cuadrados;anunciante;zona;tipo_de_operacion;web;zona_metadata
1;1;70000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-amueblado/187081544/d;60.0;Particular;Alcoi;Venta;Fotocasa;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;73000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-amueblado/186688880/d;60.0;Particular;Alcoi / Viaducto;Venta;Fotocasa;"{""barrio"": ""Viaducto"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;3;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-television-internet/185134170/d;144.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
20;10;3500000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/jardin-terraza-piscina-no-amueblado/177452670/d;108000.0;inmobiliaria aracil;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
8;2;870000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-terraza-trastero-zona-comunitaria-patio-piscina-no-amueblado/179337973/d;1200.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;1;450000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-terraza-trastero-piscina-amueblado/163519928/d;4700.0;inmobiliaria aracil;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;155000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-ascensor-parking-internet-no-amueblado/185658172/d;140.0;Almudena;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
13;4;690000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/piscina/186151481/d;4303.0;Mocadi Calpe;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;290000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-patio-parking/186508877/d;180.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;140000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-ascensor-amueblado/185540534/d;Desconocido;Sheila Rodríguez Llopis;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;125000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-trastero-ascensor-patio-parking/181921688/d;120.0;Toñi;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;A consultar;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-trastero-parking/162202304/d;Desconocido;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;354000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-jardin-trastero-piscina/182498581/d;234.0;Kapitalia Inmobiliaria;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;2;195000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor-patio/186677544/d;202.0;INMOBILIARIA OLCINA;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;240000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor/185181647/d;200.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;3;490000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-piscina/187076767/d;469.0;IAD ESPAÑA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-trastero-ascensor/185976018/d;140.0;Kapitalia Inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;264000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-ascensor/186645273/d;230.0;Inmobiliaria Sanchéz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-trastero-ascensor/185401433/d;140.0;COEM INNOVA SL;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;3;220000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-ascensor/186701470/d;290.0;TEAM CONCORDE;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;138500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/187237531/d;712.0;Century 21 Plaza;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;29500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/187237367/d;134.0;Century 21 Plaza;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;42000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/187237365/d;195.0;Century 21 Plaza;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;289000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-piscina-no-amueblado/187050467/d;464.0;INMOGEST ELDA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;2;415000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-piscina/186940219/d;351.0;INMOBILIARIA OLCINA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;250000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-ascensor/186045223/d;186.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;2;130000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-trastero-ascensor/160988816/d;262.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
10;5;755000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-no-amueblado/186967835/d;837.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
8;5;1450000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-patio-piscina/181683205/d;1426.0;Mar De Casas;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;260000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-trastero/163795579/d;260.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;320000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-terraza-piscina/187255365/d;364.0;Kapitalia Inmobiliaria;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;32600.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187238600/d;462.0;Century 21 Plaza;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;289000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/piscina/187238282/d;464.0;Century 21 Plaza;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187237370/d;322.0;Century 21 Plaza;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;2;229000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-trastero-amueblado/185184105/d;354.0;COEM INNOVA SL;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-trastero-ascensor-amueblado/185080153/d;197.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;369999.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-terraza-trastero-patio-piscina/186940218/d;230.0;INMOBILIARIA OLCINA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;80000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-patio-amueblado/186469841/d;85.0;Particular;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;190000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-ascensor-no-amueblado/185297148/d;220.0;SUFINCA;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;353500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-terraza-trastero-zona-comunitaria-piscina-piscina-no-amueblado/184247855/d;400.0;GESTORES INMOBILIARIOS;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;259000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-amueblado/184233852/d;230.0;GESTORES INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-no-amueblado/185477504/d;400.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;68000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza/186705734/d;90.0;INMOBILIARIA TRIAL 3;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;289000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/jardin-piscina/185916811/d;464.0;Hipoges;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
10;1;400000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-no-amueblado/162371006/d;4785.0;inmobiliaria aracil;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
10;8;98000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/184683129/d;400.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-ascensor-parking/178831430/d;140.0;Jose Luis Carmona Sanz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
11;4;1200000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-trastero-patio/184442501/d;780.0;TEAM CONCORDE;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;280000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-no-amueblado/185440880/d;359.0;SUFINCA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-terraza-trastero/186691323/d;141.0;Inmobiliaria Sanchéz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
23;12;4300000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/jardin-piscina-amueblado/186352978/d;73000.0;inmobiliaria aracil;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
10;3;550000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-terraza-trastero-patio/185800116/d;1383.0;INMOBILIARIA OLCINA;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;264000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-ascensor/185080240/d;230.0;Inmobiliaria Sanchéz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;750000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/batoi/176607126/d;713585.0;Solvia inmobiliaria;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
8;8;759000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-trastero-patio-piscina/186647951/d;848.0;Kapitalia Inmobiliaria;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;3;195000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-ascensor/176557401/d;175.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;225000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/batoi/185718208/d;235.0;Particular;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;110000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor-amueblado-television/158805684/d;100.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
10;5;723759.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/eixample/186328910/d;837.0;TEAM CONCORDE;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;4;361305.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-no-amueblado/185799187/d;440.0;SUFINCA;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;2;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-amueblado/181886949/d;345.0;SUFINCA;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;117500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-ascensor-no-amueblado/186967855/d;120.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;5;361305.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin/185674109/d;614.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;3;195000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-trastero-ascensor/177118597/d;175.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;1;160000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/163875387/d;261.0;inmobiliaria aracil;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;95000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/187299676/d;90.0;TE COMPRO LA CASA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;280000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero/176093211/d;110.0;Particular;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;65400.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187315030/d;60.0;Inmogestion;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;2;89000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/185075821/d;375.0;SERVICIOS INMOBILIARIOS INTERWORLD;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;2;105000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-no-amueblado/183248547/d;464.0;SERVICIOS INMOBILIARIOS INTERWORLD;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;1;90000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/163462281/d;154.0;inmobiliaria aracil;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
8;5;3000000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-patio-piscina/162364316/d;270000.0;inmobiliaria aracil;Alcoi;Venta;Fotocasa;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
10;2;350000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/jardin-terraza-trastero/162792107/d;60000.0;inmobiliaria aracil;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;65000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/eixample/184041732/d;84.0;TIERRA Y GESTION MURCIA;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;4;280000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-patio-parking/152964369/d;157.0;Esperanza;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;85000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-trastero-ascensor-patio-no-amueblado/177808079/d;110.0;Jose Luis Carmona Sanz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;2;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/183872966/d;207.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
9;4;295000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/185943561/d;530.0;INMOBILIARIA PASCUAL;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;55000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/santa-rosa/177040615/d;60.0;Particular;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;230000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-trastero-piscina/187286609/d;140.0;Particular;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;76000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187136346/d;76.0;Solvia inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;76000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187001617/d;76.0;Solvia inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;115000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/184110092/d;128.0;TIERRA Y GESTION MURCIA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;A consultar;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/186018820/d;73.0;Hipoges;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;A consultar;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/186051586/d;77.0;Hipoges;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
