habitaciones;baños;precio;link_inmueble;metros_cuadrados;anunciante;zona;tipo_de_operacion;web;zona_metadata
1;1;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/184998912/d;322.0;Hipoges;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;2;104690.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor/184950615/d;104.0;NEXT HOME INMOBILIARIA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-trastero-ascensor-amueblado/186485007/d;94.0;Núcleo Gestiones Inmobiliarias Alcoy;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;69500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero/186715208/d;90.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;138000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-ascensor/186775983/d;114.0;Núcleo Gestiones Inmobiliarias Alcoy;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;90000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero/181207246/d;124.0;NEXT HOME INMOBILIARIA;Alcoi / Centre - Zona Alta;Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;80000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor/182795651/d;98.0;NEXT HOME INMOBILIARIA;Alcoi / Centre - Zona Alta;Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;185000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-ascensor/181210109/d;140.0;NEXT HOME INMOBILIARIA;Alcoi / Centre - Zona Alta;Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;95000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-no-amueblado/185703841/d;95.0;INMOBILIARIA NORTE;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;125000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-zona-comunitaria-ascensor-no-amueblado/146788021/d;94.0;SOLER HISPANIA;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;63000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-trastero-no-amueblado/187048032/d;50.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;235000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-trastero-piscina-no-amueblado/186596136/d;200.0;INMOBILIARIA CANTO;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;125000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-trastero-ascensor-no-amueblado/146788202/d;90.0;SOLER HISPANIA;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;155000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-ascensor/187215336/d;159.0;INMOBILIARIA OLCINA;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;124000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-ascensor/186040375/d;90.0;INMOBILIARIA NORTE;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;365000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-jardin-terraza-piscina-piscina/186703522/d;400.0;International Realty;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;48000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-no-amueblado/185347716/d;79.0;GESTORES INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;140000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor-no-amueblado/186817100/d;150.0;COEM INNOVA SL;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;155000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor/165733937/d;130.0;INMOBILIARIA CANTO;Alcoi / Eixample (Alcoy);Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [""Alcoy""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;130000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza/177530838/d;180.0;INMOBILIARIA NORTE;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;235000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-trastero-patio-piscina/186719478/d;170.0;INMOBILIARIA OLCINA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;3;2500000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/patio-no-amueblado/161338159/d;2000000.0;inmobiliaria aracil;Alcoi;Venta;Fotocasa;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
9;4;295000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-trastero-piscina-no-amueblado/186318745/d;530.0;INMOBILIARIA CANTO;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;1;249000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-terraza-trastero-amueblado/185173532/d;354.0;ALTAGES INMOBILIARIA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/181612826/d;174.0;Inmobiliaria J.B.C;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;30597.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/187116586/d;84.0;INVEST MSS REAL ESTATE;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;145000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/jardin-trastero-no-amueblado/185051232/d;110.0;INMOBILIARIA CANTO;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;30500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/184720599/d;109.0;Solvia inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;99900.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-trastero-ascensor-no-amueblado/187317466/d;140.0;GESTORES INMOBILIARIOS;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;43000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/187237375/d;209.0;Century 21 Plaza;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;1;39000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/zona-nord/187237369/d;208.0;Century 21 Plaza;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;A consultar;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/santa-rosa/187243313/d;4168.0;Century 21 Plaza;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;155000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187238163/d;209.0;Century 21 Plaza;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;30000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/santa-rosa/187040871/d;79.0;INMOBILIARIA PORTUS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;80000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-ascensor/182100705/d;92.0;MARIA KOCETOVA;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;89000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-trastero-zona-comunitaria-ascensor-patio-piscina/181153817/d;90.0;MARIA KOCETOVA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;35000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/187007327/d;110.0;Clikalia España;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;75000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-trastero-patio-piscina-amueblado/182034695/d;350.0;MARIA KOCETOVA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;160000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-trastero-amueblado-television/181610738/d;190.0;MARIA KOCETOVA;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;70000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-amueblado/182100679/d;114.0;MARIA KOCETOVA;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;17000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/183861393/d;95.0;Solvia inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-jardin-terraza-trastero-zona-comunitaria-ascensor-piscina/187359960/d;112.0;Particular;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;85000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-trastero-ascensor-patio-amueblado/187295178/d;82.0;Núcleo Gestiones Inmobiliarias Alcoy;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;249400.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-trastero-ascensor/183819952/d;253.0;TEAM CONCORDE;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;5;567000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-terraza-patio-piscina/187151915/d;430.0;Remax Blue;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor-amueblado/186822416/d;160.0;Sofia Paños Servicios Inmobiliarios;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;3;325000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-ascensor-amueblado-parking/178008454/d;280.0;MARCO BATALLER;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;185000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-ascensor-parking/163414132/d;108.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;160000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-ascensor/181891293/d;165.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;129000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor-patio-parking/179339410/d;127.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;235000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-patio/187013250/d;160.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;A consultar;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-amueblado-television-internet/165783567/d;75.0;PERFE VICENT PEREZ;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;95000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-trastero-ascensor-no-amueblado/186820902/d;125.0;Núcleo Gestiones Inmobiliarias Alcoy;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;124900.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-ascensor/185815711/d;100.0;Percent Servicios Inmobiliarios;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-ascensor-parking-no-amueblado/185792450/d;140.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor/185669320/d;150.0;Almudena;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;280000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-trastero-ascensor-parking/178998095/d;220.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;4;2590000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-amueblado/187350207/d;450.0;SPAIN PROPERTY SHOP;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;99900.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-television-internet/186735970/d;86.0;Núcleo Gestiones Inmobiliarias Alcoy;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-trastero-ascensor/185888551/d;142.0;HOGARABITAT SERVICIOS INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-trastero-ascensor/185919534/d;141.0;HOGARABITAT SERVICIOS INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;124000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-trastero-ascensor-no-amueblado/186771533/d;90.0;GESTORES INMOBILIARIOS;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-trastero-ascensor/186747313/d;126.0;INMOBILIARIA OLCINA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/184391298/d;156.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;125000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/184005561/d;87.0;Carlos;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-amueblado/186015479/d;82.0;GESTORES INMOBILIARIOS;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor-no-amueblado/163900857/d;100.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-patio/183257054/d;152.0;Miguel Juan;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;93000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/187249852/d;110.0;INMOBROKERS.ES;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;149000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-zona-comunitaria-piscina-amueblado/186981492/d;97.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;63000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado/186402683/d;85.0;Particular;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;183500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-jardin-terraza-trastero-patio-piscina-parking/181589677/d;100.0;Roberto;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-trastero-ascensor/163625662/d;90.0;Raúl Omar Barcelo Buendia;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-trastero-ascensor-piscina-piscina-no-amueblado/187353795/d;95.0;GESTORES INMOBILIARIOS;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;140000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-trastero-ascensor-patio/186460418/d;140.0;Particular;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor/182346035/d;152.0;Miguel Juan;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;79500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-no-amueblado/187225659/d;70.0;BUVE;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;2;110000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/patio/186296055/d;90.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;72000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-amueblado-television/159208581/d;90.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-trastero-ascensor-amueblado/186967857/d;140.0;GESTORES INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;49000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/186244924/d;98.0;Núcleo Gestiones Inmobiliarias Alcoy;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;160000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-trastero-amueblado/187346200/d;94.0;BUVE;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;190000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-ascensor-patio/185626589/d;309.0;Kapitalia Inmobiliaria;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;95000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-no-amueblado/186967829/d;77.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
