habitaciones,baños,precio,link_inmueble,metros_cuadrados,anunciante,zona,tipo_de_operacion,fecha_inclusion,web
3,1,159000.0,https://www.idealista.com/inmueble/107031618/,129.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
2,2,160000.0,https://www.idealista.com/inmueble/107465763/,85.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
4,1,75000.0,https://www.idealista.com/inmueble/108693975/,95.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
4,2,235000.0,https://www.idealista.com/inmueble/108748048/,160.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
2,1,63000.0,https://www.idealista.com/inmueble/108789921/,60.0,ALTAGES INMOBILIARIA,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,125000.0,https://www.idealista.com/inmueble/106300536/,100.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
3,2,94990.0,https://www.idealista.com/inmueble/108693023/,120.0,ALTAGES INMOBILIARIA,Barrio Santa Rosa,Venta,2025-09-07,Idealista
3,1,55000.0,https://www.idealista.com/inmueble/108353781/,63.0,redtoone inmobiliaria,Desconocido,Venta,2025-09-07,Idealista
15,6,3500.0,https://www.idealista.com/inmueble/103839077/,2187.0,Particular,Desconocido,Venta,2025-09-07,Idealista
4,2,110000.0,https://www.idealista.com/inmueble/108918196/,95.0,TX CASAS INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
3,2,380000.0,https://www.idealista.com/inmueble/105398365/,185.0,NEXT STEP PROPERTIES,Desconocido,Venta,2025-09-07,Idealista
3,1,30597.0,https://www.idealista.com/inmueble/108813301/,84.0,INVEST MSS REAL ESTATE,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,187000.0,https://www.idealista.com/inmueble/109162788/,165.0,Inmobiliaria Numero Uno,Desconocido,Venta,2025-09-07,Idealista
2,1,159900.0,https://www.idealista.com/inmueble/108637383/,79.0,Inmobiliaria Hache,Desconocido,Venta,2025-09-07,Idealista
6,4,460000.0,https://www.idealista.com/inmueble/107808694/,250.0,ArPons Luxury Real Estate,Desconocido,Venta,2025-09-07,Idealista
2,2,110000.0,https://www.idealista.com/inmueble/105154714/,92.0,inmobiliaria aracil,Centro - Zona Alta,Venta,2025-09-07,Idealista
5,2,145000.0,https://www.idealista.com/inmueble/108435211/,135.0,Inmobiliaria Numero Uno,Desconocido,Venta,2025-09-07,Idealista
2,1,95450.0,https://www.idealista.com/inmueble/109113115/,81.0,SA ROQUETA INVESTMENT,Desconocido,Venta,2025-09-07,Idealista
3,1,112125.0,https://www.idealista.com/inmueble/109040815/,101.0,SA ROQUETA INVESTMENT,Desconocido,Venta,2025-09-07,Idealista
2,1,83475.0,https://www.idealista.com/inmueble/109113025/,73.0,SA ROQUETA INVESTMENT,Desconocido,Venta,2025-09-07,Idealista
5,3,280000.0,https://www.idealista.com/inmueble/99941294/,329.0,Inmobiliaria Terra,Centro - Zona Alta,Venta,2025-09-07,Idealista
5,2,235000.0,https://www.idealista.com/inmueble/108783435/,160.0,Inmobiliaria Blau,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,199000.0,https://www.idealista.com/inmueble/107223506/,124.0,Inmocast,Desconocido,Venta,2025-09-07,Idealista
5,3,185000.0,https://www.idealista.com/inmueble/108637795/,240.0,Inmobiliaria Blau,Barrio Eixample,Venta,2025-09-07,Idealista
2,1,99700.0,https://www.idealista.com/inmueble/104924267/,51.0,Inmobiliaria Bancaria,Centro - Zona Alta,Venta,2025-09-07,Idealista
2,1,60000.0,https://www.idealista.com/inmueble/96557927/,107.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,290000.0,https://www.idealista.com/inmueble/100985940/,226.0,inmobiliaria aracil,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,185000.0,https://www.idealista.com/inmueble/109071684/,100.0,TX CASAS INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
10,4,245000.0,https://www.idealista.com/inmueble/109034812/,900.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
6,2,150000.0,https://www.idealista.com/inmueble/105522027/,207.0,inmobiliaria aracil,Barrio Eixample,Venta,2025-09-07,Idealista
3,4,280000.0,https://www.idealista.com/inmueble/26915958/,250.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,3,369999.0,https://www.idealista.com/inmueble/108593635/,230.0,INMOBILIARIA OLCINA,Desconocido,Venta,2025-09-07,Idealista
6,3,415000.0,https://www.idealista.com/inmueble/108593720/,351.0,INMOBILIARIA OLCINA,Desconocido,Venta,2025-09-07,Idealista
7,5,220000.0,https://www.idealista.com/inmueble/108446333/,285.0,Inmobiliaria Blau,Barrio Eixample,Venta,2025-09-07,Idealista
9,4,295000.0,https://www.idealista.com/inmueble/108360901/,559.0,homes-in-costa-blanca,Desconocido,Venta,2025-09-07,Idealista
4,1,85000.0,https://www.idealista.com/inmueble/108198362/,90.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
3,1,11000.0,https://www.idealista.com/inmueble/105375746/,65.0,Solvia HR,Barrio Zona Nord,Venta,2025-09-07,Idealista
4,3,335000.0,https://www.idealista.com/inmueble/100929686/,400.0,GESTIMAR INMOBILIARIA,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,165000.0,https://www.idealista.com/inmueble/107896510/,140.0,Inversiones Car&Mar,Desconocido,Venta,2025-09-07,Idealista
0,1,198000.0,https://www.idealista.com/inmueble/106336249/,50.0,Particular,Desconocido,Venta,2025-09-07,Idealista
3,1,17000.0,https://www.idealista.com/inmueble/99133154/,95.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,300000.0,https://www.idealista.com/inmueble/107834018/,240.0,Particular,Desconocido,Venta,2025-09-07,Idealista
2,1,23000.0,https://www.idealista.com/inmueble/96567154/,70.0,Solvia HR,Barrio Zona Nord,Venta,2025-09-07,Idealista
0,1,9000.0,https://www.idealista.com/inmueble/96561690/,28.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,1,12000.0,https://www.idealista.com/inmueble/96561689/,44.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
5,2,259000.0,https://www.idealista.com/inmueble/86526548/,230.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,1,34200.0,https://www.idealista.com/inmueble/99132631/,110.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,210000.0,https://www.idealista.com/inmueble/106084017/,140.0,Inmobiliaria Terra,Barrio Zona Nord,Venta,2025-09-07,Idealista
0,1,12000.0,https://www.idealista.com/inmueble/96566503/,55.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
5,2,235000.0,https://www.idealista.com/inmueble/108702897/,160.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,1,50000.0,https://www.idealista.com/inmueble/99963210/,40.0,GEALSA,Centro - Zona Alta,Venta,2025-09-07,Idealista
2,1,45600.0,https://www.idealista.com/inmueble/107973477/,75.0,Solvia Inmobiliaria NB,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,175000.0,https://www.idealista.com/inmueble/107865188/,130.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
3,2,76000.0,https://www.idealista.com/inmueble/108689754/,76.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,1,34200.0,https://www.idealista.com/inmueble/106915943/,110.0,Solvia SE,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,1,30500.0,https://www.idealista.com/inmueble/106915942/,109.0,Solvia SE,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,1,143750.0,https://www.idealista.com/inmueble/106328582/,150.0,Aliseda inmobiliaria,Barrio Eixample,Venta,2025-09-07,Idealista
4,1,69500.0,https://www.idealista.com/inmueble/108394166/,98.0,Inversiones Car&Mar,Desconocido,Venta,2025-09-07,Idealista
0,1,30500.0,https://www.idealista.com/inmueble/99132630/,109.0,Solvia HR,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,1,37400.0,https://www.idealista.com/inmueble/104890873/,91.0,Solvia SE,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,93000.0,https://www.idealista.com/inmueble/108842916/,110.0,GTI INMOFREELANCE,Desconocido,Venta,2025-09-07,Idealista
3,3,240000.0,https://www.idealista.com/inmueble/106844612/,220.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
3,3,999000.0,https://www.idealista.com/inmueble/106479280/,400.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
3,1,90000.0,https://www.idealista.com/inmueble/102873459/,124.0,NEXT HOME INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
0,1,100000.0,https://www.idealista.com/inmueble/107667632/,180.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,140000.0,https://www.idealista.com/inmueble/101553161/,137.0,ASPELX GESTIÓN INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
3,2,185000.0,https://www.idealista.com/inmueble/102545563/,140.0,NEXT HOME INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
4,1,87500.0,https://www.idealista.com/inmueble/107766389/,74.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
3,2,115000.0,https://www.idealista.com/inmueble/107316941/,90.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
7,5,361305.0,https://www.idealista.com/inmueble/106967544/,614.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
4,2,298000.0,https://www.idealista.com/inmueble/105080006/,220.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,3,374500.0,https://www.idealista.com/inmueble/107743932/,182.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,1,140000.0,https://www.idealista.com/inmueble/107228155/,110.0,Particular,Barrio Zona Nord,Venta,2025-09-07,Idealista
3,2,124000.0,https://www.idealista.com/inmueble/107793838/,108.0,Inmobiliaria Terra,Desconocido,Venta,2025-09-07,Idealista
4,1,63500.0,https://www.idealista.com/inmueble/109083164/,143.0,TX CASAS INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
6,3,215000.0,https://www.idealista.com/inmueble/107911329/,190.0,SERVICIOS INMOBILIARIOS INTERWORLD,Desconocido,Venta,2025-09-07,Idealista
3,2,93000.0,https://www.idealista.com/inmueble/108802562/,118.0,TU CASA EN ELCHE TCE 2023,Desconocido,Venta,2025-09-07,Idealista
0,2,25000.0,https://www.idealista.com/inmueble/108045216/,62.0,Inmobiliaria Hache,Desconocido,Venta,2025-09-07,Idealista
4,2,300000.0,https://www.idealista.com/inmueble/102851130/,170.0,inmobiliaria aracil,Desconocido,Venta,2025-09-07,Idealista
3,1,99000.0,https://www.idealista.com/inmueble/102483285/,225.0,Inmobiliaria Terra,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,140000.0,https://www.idealista.com/inmueble/108636107/,118.0,Inmobiliaria Terra,Barrio Santa Rosa,Venta,2025-09-07,Idealista
2,1,140000.0,https://www.idealista.com/inmueble/107854880/,70.0,Inmobiliaria Terra,Barrio Eixample,Venta,2025-09-07,Idealista
2,2,120000.0,https://www.idealista.com/inmueble/107623981/,130.0,Inmobiliaria Numero Uno,Desconocido,Venta,2025-09-07,Idealista
3,2,93000.0,https://www.idealista.com/inmueble/108651592/,118.0,Inmobiliaria Terra,Barrio Santa Rosa,Venta,2025-09-07,Idealista
4,2,235000.0,https://www.idealista.com/inmueble/107897763/,170.0,ArPons Luxury Real Estate,Desconocido,Venta,2025-09-07,Idealista
3,1,85000.0,https://www.idealista.com/inmueble/109195435/,80.0,TX CASAS INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
4,2,110000.0,https://www.idealista.com/inmueble/107657435/,90.0,Abenza inmuebles,Desconocido,Venta,2025-09-07,Idealista
3,1,69900.0,https://www.idealista.com/inmueble/108122177/,112.0,Inmobiliaria Hache,Desconocido,Venta,2025-09-07,Idealista
4,2,130000.0,https://www.idealista.com/inmueble/105366816/,140.0,NEXT STEP PROPERTIES,Desconocido,Venta,2025-09-07,Idealista
3,2,92000.0,https://www.idealista.com/inmueble/107657381/,90.0,Abenza inmuebles,Desconocido,Venta,2025-09-07,Idealista
6,2,130000.0,https://www.idealista.com/inmueble/108979120/,168.0,Inmobiliaria Hache,Barrio Eixample,Venta,2025-09-07,Idealista
4,2,250000.0,https://www.idealista.com/inmueble/108440331/,180.0,Inmobiliaria Numero Uno,Desconocido,Venta,2025-09-07,Idealista
3,2,116150.0,https://www.idealista.com/inmueble/107956346/,131.0,Aliseda inmobiliaria,Desconocido,Venta,2025-09-07,Idealista
4,2,105000.0,https://www.idealista.com/inmueble/107658044/,135.0,Inmobiliaria Numero Uno,Desconocido,Venta,2025-09-07,Idealista
2,1,123000.0,https://www.idealista.com/inmueble/109101525/,90.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,95000.0,https://www.idealista.com/inmueble/107396314/,95.0,INMOBILIARIA NORTE,Desconocido,Venta,2025-09-07,Idealista
3,1,69900.0,https://www.idealista.com/inmueble/105993042/,79.0,INMOBILIARIA NORTE,Desconocido,Venta,2025-09-07,Idealista
3,2,395800.0,https://www.idealista.com/inmueble/106433913/,3648.0,Aliseda inmobiliaria,Barrio Zona Nord,Venta,2025-09-07,Idealista
4,2,142800.0,https://www.idealista.com/inmueble/107657140/,150.0,Inversiones Car&Mar,Desconocido,Venta,2025-09-07,Idealista
0,1,83475.0,https://www.idealista.com/inmueble/107385916/,72.0,Aliseda inmobiliaria,Desconocido,Venta,2025-09-07,Idealista
3,1,145000.0,https://www.idealista.com/inmueble/108475879/,131.0,INMOBILIARIA NORTE,Desconocido,Venta,2025-09-07,Idealista
0,2,112125.0,https://www.idealista.com/inmueble/108459600/,85.0,Aliseda inmobiliaria,Desconocido,Venta,2025-09-07,Idealista
6,4,690000.0,https://www.idealista.com/inmueble/104508598/,505.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,1,149000.0,https://www.idealista.com/inmueble/108672730/,97.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
2,1,75000.0,https://www.idealista.com/inmueble/97216193/,70.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,3,185000.0,https://www.idealista.com/inmueble/108954761/,174.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,165000.0,https://www.idealista.com/inmueble/102377023/,141.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,98000.0,https://www.idealista.com/inmueble/106594158/,100.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
2,1,159000.0,https://www.idealista.com/inmueble/108610578/,92.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,130000.0,https://www.idealista.com/inmueble/108413163/,90.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,175000.0,https://www.idealista.com/inmueble/97761053/,100.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,123000.0,https://www.idealista.com/inmueble/83017352/,105.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
5,3,185000.0,https://www.idealista.com/inmueble/108318287/,240.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,120000.0,https://www.idealista.com/inmueble/34412508/,120.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
0,2,95450.0,https://www.idealista.com/inmueble/108058634/,80.0,Aliseda inmobiliaria,Desconocido,Venta,2025-09-07,Idealista
0,1,89125.0,https://www.idealista.com/inmueble/108331396/,73.0,Aliseda inmobiliaria,Desconocido,Venta,2025-09-07,Idealista
6,4,345000.0,https://www.idealista.com/inmueble/105958743/,585.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,320000.0,https://www.idealista.com/inmueble/108940128/,220.0,Particular,Barrio Batoi - Sargento - Baradello,Venta,2025-09-07,Idealista
3,2,120000.0,https://www.idealista.com/inmueble/97844337/,100.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
5,2,147000.0,https://www.idealista.com/inmueble/108446125/,146.0,Inmobiliaria Terra,Desconocido,Venta,2025-09-07,Idealista
5,2,140000.0,https://www.idealista.com/inmueble/108150209/,150.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
0,3,104690.0,https://www.idealista.com/inmueble/106638848/,104.0,NEXT HOME INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
3,1,67900.0,https://www.idealista.com/inmueble/108721953/,80.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
2,1,125000.0,https://www.idealista.com/inmueble/108272920/,70.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
2,1,46500.0,https://www.idealista.com/inmueble/107910096/,45.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
4,2,159000.0,https://www.idealista.com/inmueble/107572101/,98.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
2,1,80000.0,https://www.idealista.com/inmueble/25773154/,80.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
10,2,150000.0,https://www.idealista.com/inmueble/99875222/,170.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,130000.0,https://www.idealista.com/inmueble/108899661/,105.0,TX CASAS INMOBILIARIA,Desconocido,Venta,2025-09-07,Idealista
2,1,50000.0,https://www.idealista.com/inmueble/106753450/,135.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,165000.0,https://www.idealista.com/inmueble/108786924/,95.0,Inmobiliaria Numero Uno,Desconocido,Venta,2025-09-07,Idealista
4,1,92000.0,https://www.idealista.com/inmueble/106297795/,100.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
5,3,195000.0,https://www.idealista.com/inmueble/100283971/,175.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,140000.0,https://www.idealista.com/inmueble/108159633/,120.0,INMOBILIARIA NORTE,Desconocido,Venta,2025-09-07,Idealista
5,3,325000.0,https://www.idealista.com/inmueble/101569427/,280.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
4,2,130000.0,https://www.idealista.com/inmueble/106904910/,136.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
3,2,150000.0,https://www.idealista.com/inmueble/107477781/,100.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
4,2,180000.0,https://www.idealista.com/inmueble/103403370/,150.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,131000.0,https://www.idealista.com/inmueble/91837932/,120.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,117500.0,https://www.idealista.com/inmueble/106979980/,120.0,Particular,Barrio Eixample,Venta,2025-09-07,Idealista
3,2,185000.0,https://www.idealista.com/inmueble/81156708/,150.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
4,2,230000.0,https://www.idealista.com/inmueble/81772162/,256.0,Particular,Desconocido,Venta,2025-09-07,Idealista
3,1,120000.0,https://www.idealista.com/inmueble/101270956/,105.0,Particular,Barrio Santa Rosa,Venta,2025-09-07,Idealista
0,1,76000.0,https://www.idealista.com/inmueble/81156772/,60.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
3,2,130000.0,https://www.idealista.com/inmueble/86910426/,90.0,Particular,Barrio Zona Nord,Venta,2025-09-07,Idealista
0,0,20000.0,https://www.idealista.com/inmueble/105841744/,54.0,Particular,Centro - Zona Alta,Venta,2025-09-07,Idealista
1,1,550.0,https://www.idealista.com/inmueble/109206802/,45.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
2,1,550.0,https://www.idealista.com/inmueble/109203774/,111.0,Inmobiiaria Tarrazó,Desconocido,Alquiler,2025-09-07,Idealista
3,1,550.0,https://www.idealista.com/inmueble/109203242/,74.0,ALTAGES INMOBILIARIA,Barrio Zona Nord,Alquiler,2025-09-07,Idealista
3,1,590.0,https://www.idealista.com/inmueble/109199073/,94.0,INVERNOMICS REAL ESTATE,Barrio Zona Nord,Alquiler,2025-09-07,Idealista
3,2,650.0,https://www.idealista.com/inmueble/109197582/,90.0,C I M E G Consulting,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
3,1,600.0,https://www.idealista.com/inmueble/109193186/,78.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
4,2,900.0,https://www.idealista.com/inmueble/109183605/,180.0,Particular,Barrio Eixample,Alquiler,2025-09-07,Idealista
2,1,650.0,https://www.idealista.com/inmueble/109190179/,70.0,Zazume,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
3,1,580.0,https://www.idealista.com/inmueble/109190154/,75.0,Zazume,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
0,1,550.0,https://www.idealista.com/inmueble/108625585/,60.0,Corins Homes,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
2,1,650.0,https://www.idealista.com/inmueble/109166332/,70.0,Zazume,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
3,1,550.0,https://www.idealista.com/inmueble/106714287/,75.0,Investhome,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
3,2,750.0,https://www.idealista.com/inmueble/109100988/,120.0,Inmobiliaria carbonell,Barrio Eixample,Alquiler,2025-09-07,Idealista
3,2,650.0,https://www.idealista.com/inmueble/109188040/,122.0,Zazume,Desconocido,Alquiler,2025-09-07,Idealista
4,3,1800.0,https://www.idealista.com/inmueble/108396916/,205.0,INMOBILIARIA OLCINA,Desconocido,Alquiler,2025-09-07,Idealista
2,1,675.0,https://www.idealista.com/inmueble/109126973/,70.0,Avanhouse,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
0,1,500.0,https://www.idealista.com/inmueble/108319704/,45.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
3,2,710.0,https://www.idealista.com/inmueble/103984265/,90.0,ALTAGES INMOBILIARIA,Barrio Zona Nord,Alquiler,2025-09-07,Idealista
2,1,500.0,https://www.idealista.com/inmueble/109160678/,80.0,Inversiones Car&Mar,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
3,1,750.0,https://www.idealista.com/inmueble/108865182/,71.0,Inversiones Car&Mar,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
3,1,650.0,https://www.idealista.com/inmueble/109023961/,82.0,Investhome,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
0,1,700.0,https://www.idealista.com/inmueble/109117798/,45.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
2,1,550.0,https://www.idealista.com/inmueble/109062259/,53.0,Investhome,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
3,1,650.0,https://www.idealista.com/inmueble/109158658/,105.0,Particular,Desconocido,Alquiler,2025-09-07,Idealista
2,1,600.0,https://www.idealista.com/inmueble/109155640/,62.0,Particular,Desconocido,Alquiler,2025-09-07,Idealista
2,1,525.0,https://www.idealista.com/inmueble/109075856/,120.0,VHogares,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
4,1,600.0,https://www.idealista.com/inmueble/108972324/,115.0,Particular,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
3,2,1200.0,https://www.idealista.com/inmueble/108852987/,140.0,INMOBILIARIA OLCINA,Desconocido,Alquiler,2025-09-07,Idealista
6,1,1500.0,https://www.idealista.com/inmueble/108958651/,300.0,Martinez & Asociados,Barrio Batoi - Sargento - Baradello,Alquiler,2025-09-07,Idealista
2,1,390.0,https://www.idealista.com/inmueble/107945691/,45.0,ALTAGES INMOBILIARIA,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
4,2,700.0,https://www.idealista.com/inmueble/108796390/,160.0,Particular,Barrio Eixample,Alquiler,2025-09-07,Idealista
0,1,450.0,https://www.idealista.com/inmueble/86525258/,40.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
5,1,1500.0,https://www.idealista.com/inmueble/108994627/,300.0,Abarca servicios inmobiliarios,Desconocido,Alquiler,2025-09-07,Idealista
3,1,750.0,https://www.idealista.com/inmueble/108706048/,75.0,Inversiones Car&Mar,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
0,1,600.0,https://www.idealista.com/inmueble/108827256/,48.0,Inversiones Car&Mar,Barrio Eixample,Alquiler,2025-09-07,Idealista
4,2,675.0,https://www.idealista.com/inmueble/109139571/,117.0,NEXT HOME INMOBILIARIA,Desconocido,Alquiler,2025-09-07,Idealista
5,2,860.0,https://www.idealista.com/inmueble/108569251/,125.0,Particular,Barrio Eixample,Alquiler,2025-09-07,Idealista
4,2,700.0,https://www.idealista.com/inmueble/107943831/,127.0,NEXT HOME INMOBILIARIA,Desconocido,Alquiler,2025-09-07,Idealista
0,1,295.0,https://www.idealista.com/inmueble/102207482/,25.0,ALTAGES INMOBILIARIA,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
0,1,400.0,https://www.idealista.com/inmueble/108122782/,30.0,Inmobiliaria Hache,Desconocido,Alquiler,2025-09-07,Idealista
3,1,600.0,https://www.idealista.com/inmueble/108885490/,75.0,ALTAGES INMOBILIARIA,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
2,1,460.0,https://www.idealista.com/inmueble/91703475/,75.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
4,2,800.0,https://www.idealista.com/inmueble/105288133/,150.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
3,2,750.0,https://www.idealista.com/inmueble/108983878/,128.0,Particular,Barrio Santa Rosa,Alquiler,2025-09-07,Idealista
2,1,675.0,https://www.idealista.com/inmueble/109033284/,85.0,Particular,Barrio Zona Nord,Alquiler,2025-09-07,Idealista
2,1,550.0,https://www.idealista.com/inmueble/101854015/,82.0,NEXT HOME INMOBILIARIA,Desconocido,Alquiler,2025-09-07,Idealista
0,1,450.0,https://www.idealista.com/inmueble/102440312/,35.0,Loving flat,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
4,2,900.0,https://www.idealista.com/inmueble/108790501/,176.0,Particular,Barrio Zona Nord,Alquiler,2025-09-07,Idealista
2,1,450.0,https://www.idealista.com/inmueble/108951162/,79.0,NEXT HOME INMOBILIARIA,Desconocido,Alquiler,2025-09-07,Idealista
0,1,475.0,https://www.idealista.com/inmueble/101571395/,50.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
2,1,700.0,https://www.idealista.com/inmueble/29780273/,120.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
3,1,700.0,https://www.idealista.com/inmueble/106240925/,190.0,Particular,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
7,5,2400.0,https://www.idealista.com/inmueble/106990668/,614.0,inmobiliaria aracil,Desconocido,Alquiler,2025-09-07,Idealista
3,1,600.0,https://www.idealista.com/inmueble/105714248/,110.0,Particular,Barrio Eixample,Alquiler,2025-09-07,Idealista
3,2,720.0,https://www.idealista.com/inmueble/107638822/,105.0,Abenza inmuebles,Desconocido,Alquiler,2025-09-07,Idealista
2,1,680.0,https://www.idealista.com/inmueble/108552116/,95.0,Inmobiliaria Hache,Desconocido,Alquiler,2025-09-07,Idealista
3,1,570.0,https://www.idealista.com/inmueble/100930484/,65.0,GESTORES INMOBILIARIOS,Centro - Zona Alta,Alquiler,2025-09-07,Idealista
2,1,550.0,https://www.idealista.com/inmueble/108801931/,65.0,Inmocast,Desconocido,Alquiler,2025-09-07,Idealista
3,2,660.0,https://www.idealista.com/inmueble/109179832/,87.0,Particular,Desconocido,Alquiler,2025-09-07,Idealista
2,1,500.0,https://www.idealista.com/inmueble/108432909/,60.0,Inmobiliaria Hache,Desconocido,Alquiler,2025-09-07,Idealista
