id_inmueble,link_inmueble,titulo,localizacion,precio,metros_cuadrados,habitaciones,baños,zona,tipo_de_operacion,fecha_inclusion,lat,lon,municipio,precio_bajada,consumo_energia,emisiones_energia,descripcion,breadcrumb,fotos_total,ref_catastral,edificabilidad_m2techo,parcela_m2,parcela_min_m2,fachada_min_m,altura_max_m,sector_urbanistico,link_inmueble_siguiente,anunciante
https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1626086.html,https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1626086.html,PIS0887,"CENTRO, Alcoy, Alicante",238000.0,200.0,3.0,3.0,CENTRO,Venta,2025-08-24,38.696553575743,-0.47599621944767,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1625726.html,https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1625726.html,PIS0884,"NORTE, Alcoy, Alicante",180000.0,111.0,3.0,2.0,NORTE,Venta,2025-08-24,38.707898786436,-0.47339999334721,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-viaducto-con-garaje-es1106939.html,https://www.picoblanes.com/local-comercial-en-alcoy-viaducto-con-garaje-es1106939.html,LOC0184,"VIADUCTO, Alcoy, Alicante",700.0,432.0,,,VIADUCTO,Alquiler,2025-08-24,38.699286232716,-0.46976213817115,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-ensanche-con-vistas-es1500378.html,https://www.picoblanes.com/piso-en-alcoy-ensanche-con-vistas-es1500378.html,PIS0811,"ENSANCHE, Alcoy, Alicante",361305.0,440.0,7.0,4.0,ENSANCHE,Venta,2025-08-24,38.701187307703,-0.47917970921233,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-vistas-es1598370.html,https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-vistas-es1598370.html,CHA0139,"MURO, Muro de Alcoy, Alicante",270000.0,210.0,4.0,2.0,MURO,Venta,2025-08-24,38.783712237407,-0.44700865625085,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1239237.html,https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1239237.html,LOC0218,"CENTRO, Alcoy, Alicante",500.0,120.0,,,CENTRO,Alquiler,2025-08-24,38.698790184699,-0.47416122222386,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1044500.html,https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1044500.html,LOC0162,"EL CAMI, Alcoy, Alicante",700.0,150.0,,,EL CAMI,Alquiler,2025-08-24,38.688880670929,-0.47781966816471,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1070471.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1070471.html,LOC0173,"NORTE, Alcoy, Alicante",85000.0,129.0,,,NORTE,Venta,2025-08-24,38.707827622827,-0.47050256631758,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es841275.html,https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es841275.html,LOC0051,"ENSANCHE, Alcoy, Alicante",80000.0,130.0,,1.0,ENSANCHE,Venta,2025-08-24,38.70283565909,-0.47817374352434,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es1201834.html,https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es1201834.html,LOC0212,"SANTA ROSA, Alcoy, Alicante",2500.0,177.0,,,SANTA ROSA,Alquiler,2025-08-24,38.697241116389,-0.48128511390484,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-centro-con-ascensor-es1601739.html,https://www.picoblanes.com/oficina-en-alcoy-centro-con-ascensor-es1601739.html,OFI0041,"CENTRO, Alcoy, Alicante",89000.0,180.0,,,CENTRO,Venta,2025-08-24,38.696536828714,-0.47514857085521,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-es819421.html,https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-es819421.html,OFI0008,"SANTA ROSA, Alcoy, Alicante",28000.0,30.0,,,SANTA ROSA,Venta,2025-08-24,38.695987838007,-0.48168209272388,,,,,,,,,,,,,,,,
https://www.picoblanes.com/nave-en-alcoy-beniata-es937590.html,https://www.picoblanes.com/nave-en-alcoy-beniata-es937590.html,NAV0033,"BENIATA, Alcoy, Alicante",250000.0,650.0,,2.0,BENIATA,Venta,2025-08-24,38.686031482361,-0.47416100433523,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es851762.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es851762.html,LOC0062,"NORTE, Alcoy, Alicante",80000.0,190.0,,,NORTE,Venta,2025-08-24,38.708143803243,-0.4679384933477,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1362111.html,https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1362111.html,PIS0776,"CENTRO, Alcoy, Alicante",140000.0,104.0,3.0,2.0,CENTRO,Venta,2025-08-24,38.695927028079,-0.47591800631274,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-alcoy-viaducto-con-piscina-es1228892.html,https://www.picoblanes.com/casa-chalet-en-alcoy-viaducto-con-piscina-es1228892.html,CHA0107,"VIADUCTO, Alcoy, Alicante",395000.0,575.0,6.0,3.0,VIADUCTO,Venta,2025-08-24,38.695150605983,-0.46614009567576,,,,,,,,,,,,,,,,
https://www.picoblanes.com/edificio-en-alcoy-centro-es1499967.html,https://www.picoblanes.com/edificio-en-alcoy-centro-es1499967.html,EDF0010,"CENTRO, Alcoy, Alicante",502200.0,505.0,,,CENTRO,Venta,2025-08-24,38.694145161672,-0.47632700245601,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-ensanche-es804800.html,https://www.picoblanes.com/oficina-en-alcoy-ensanche-es804800.html,OFI0006,"ENSANCHE, Alcoy, Alicante",22000.0,25.0,,1.0,ENSANCHE,Venta,2025-08-24,,,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1334749.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1334749.html,LOC0232,"NORTE, Alcoy, Alicante",800.0,270.0,,,NORTE,Alquiler,2025-08-24,38.70727219253,-0.47297840690901,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-alcoy-sargento-con-piscina-es807529.html,https://www.picoblanes.com/casa-chalet-en-alcoy-sargento-con-piscina-es807529.html,CHA0009,"SARGENTO, Alcoy, Alicante",450000.0,118.0,3.0,2.0,SARGENTO,Venta,2025-08-24,38.712333421471,-0.52149489661736,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-de-pueblo-en-planes-pueblos-de-la-montantildea-con-vistas-es1000827.html,https://www.picoblanes.com/casa-de-pueblo-en-planes-pueblos-de-la-montantildea-con-vistas-es1000827.html,PUE0012,"PUEBLOS DE LA MONTAÑA, Planes, Alicante",195000.0,338.0,4.0,3.0,PUEBLOS DE LA MONTAÑA,Venta,2025-08-24,38.783304917397,-0.33953568038485,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-muro-de-alcoy-muro-es1600792.html,https://www.picoblanes.com/local-comercial-en-muro-de-alcoy-muro-es1600792.html,LOC0258,"MURO, Muro de Alcoy, Alicante",180000.0,530.0,,,MURO,Venta,2025-08-24,38.781197139727,-0.43818155910059,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es955107.html,https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es955107.html,LOC0129,"ENSANCHE, Alcoy, Alicante",27500.0,116.0,,,ENSANCHE,Venta,2025-08-24,38.704489983122,-0.47659092149392,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-benimarfull-pueblos-de-la-montantildea-con-piscina-es1598091.html,https://www.picoblanes.com/casa-chalet-en-benimarfull-pueblos-de-la-montantildea-con-piscina-es1598091.html,CHA0138,"PUEBLOS DE LA MONTAÑA, Benimarfull, Alicante",275000.0,170.0,2.0,2.0,PUEBLOS DE LA MONTAÑA,Venta,2025-08-24,38.775663268433,-0.39101122579044,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-cocentaina-gormaig-con-vistas-es1356457.html,https://www.picoblanes.com/casa-chalet-en-cocentaina-gormaig-con-vistas-es1356457.html,CHA0116,"GORMAIG, Cocentaina, Alicante",600000.0,518.0,6.0,3.0,GORMAIG,Venta,2025-08-24,38.719470433408,-0.46306751748382,,,,,,,,,,,,,,,,
https://www.picoblanes.com/nave-en-alcoy-viaducto-es771927.html,https://www.picoblanes.com/nave-en-alcoy-viaducto-es771927.html,EDF0001,"VIADUCTO, Alcoy, Alicante",390000.0,789.0,,,VIADUCTO,Venta,2025-08-24,,,,,,,,,,,,,,,,,,
https://www.picoblanes.com/nave-en-alcoy-beniata-es975279.html,https://www.picoblanes.com/nave-en-alcoy-beniata-es975279.html,NAV0038,"BENIATA, Alcoy, Alicante",2000.0,963.0,,,BENIATA,Alquiler,2025-08-24,38.683911724473,-0.4906941236681,,,,,,,,,,,,,,,,
https://www.picoblanes.com/nave-en-muro-de-alcoy-muro-es827131.html,https://www.picoblanes.com/nave-en-muro-de-alcoy-muro-es827131.html,NAV0015,"MURO, Muro de Alcoy, Alicante",225000.0,1380.0,,2.0,MURO,Venta,2025-08-24,38.779999880972,-0.4470930300385,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-con-ascensor-es827987.html,https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-con-ascensor-es827987.html,OFI0011,"SANTA ROSA, Alcoy, Alicante",350.0,90.0,,,SANTA ROSA,Alquiler,2025-08-24,38.697652721765,-0.48555519857977,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1557941.html,https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1557941.html,LOC0251,"EL CAMI, Alcoy, Alicante",45000.0,106.0,,,EL CAMI,Venta,2025-08-24,38.688867600733,-0.47780745923672,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-adosada-en-cocentaina-cocentaina-con-vistas-es1551462.html,https://www.picoblanes.com/casa-adosada-en-cocentaina-cocentaina-con-vistas-es1551462.html,ADO0048,"COCENTAINA, Cocentaina, Alicante",150000.0,186.0,5.0,1.0,COCENTAINA,Venta,2025-08-24,38.740861502482,-0.43386877296017,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1046987.html,https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1046987.html,PIS0539,"CENTRO, Alcoy, Alicante",140000.0,120.0,3.0,2.0,CENTRO,Venta,2025-08-24,38.694196392885,-0.47653236234041,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1575675.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1575675.html,LOC0254,"NORTE, Alcoy, Alicante",150000.0,308.0,,,NORTE,Venta,2025-08-24,38.707556376329,-0.46847481558598,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-viaducto-es1153814.html,https://www.picoblanes.com/local-comercial-en-alcoy-viaducto-es1153814.html,LOC0196,"VIADUCTO, Alcoy, Alicante",49000.0,79.0,,1.0,VIADUCTO,Venta,2025-08-24,38.698065894773,-0.46863615253142,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-de-pueblo-en-muro-de-alcoy-con-vistas-es850918.html,https://www.picoblanes.com/casa-de-pueblo-en-muro-de-alcoy-con-vistas-es850918.html,PUE0008,"MURO, Muro de Alcoy, Alicante",250000.0,295.0,6.0,2.0,MURO,Venta,2025-08-24,38.784335300537,-0.41499071006418,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-batoy-con-garaje-es1625881.html,https://www.picoblanes.com/piso-en-alcoy-batoy-con-garaje-es1625881.html,PIS0886,"BATOY, Alcoy, Alicante",800.0,160.0,2.0,1.0,BATOY,Alquiler,2025-08-24,38.687918261376,-0.49412864606842,,,,,,,,,,,,,,,,
https://www.picoblanes.com/solar-urbano-en-alcoy-centro-es1618335.html,https://www.picoblanes.com/solar-urbano-en-alcoy-centro-es1618335.html,SOL0002,"CENTRO, Alcoy, Alicante",225000.0,325.0,,,CENTRO,Venta,2025-08-24,38.696377731745,-0.47859257920994,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1594973.html,https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1594973.html,PIS0860,"NORTE, Alcoy, Alicante",185000.0,135.0,4.0,2.0,NORTE,Venta,2025-08-24,38.706277899958,-0.47397951416828,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-alcoy-santa-rosa-con-piscina-es1299174.html,https://www.picoblanes.com/casa-chalet-en-alcoy-santa-rosa-con-piscina-es1299174.html,CHA0112,"SANTA ROSA, Alcoy, Alicante",400000.0,800.0,11.0,4.0,SANTA ROSA,Venta,2025-08-24,38.691515683346,-0.49073361448691,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1334704.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1334704.html,LOC0231,"NORTE, Alcoy, Alicante",85000.0,237.0,,2.0,NORTE,Venta,2025-08-24,38.709794203767,-0.46409493415778,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-de-pueblo-en-benilloba-pueblos-de-la-montantildea-con-vistas-es1574322.html,https://www.picoblanes.com/casa-de-pueblo-en-benilloba-pueblos-de-la-montantildea-con-vistas-es1574322.html,PUE0027,"PUEBLOS DE LA MONTAÑA, Benilloba, Alicante",85000.0,265.0,5.0,2.0,PUEBLOS DE LA MONTAÑA,Venta,2025-08-24,38.699104115526,-0.39035837186746,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1177747.html,https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1177747.html,LOC0207,"ENSANCHE, Alcoy, Alicante",85000.0,98.0,,,ENSANCHE,Venta,2025-08-24,38.701009061935,-0.47788403325784,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es943124.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es943124.html,LOC0119,"NORTE, Alcoy, Alicante",120000.0,445.0,,2.0,NORTE,Venta,2025-08-24,38.704612628293,-0.47348555909523,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-alcocer-de-planes-pueblos-de-la-montantildea-con-vistas-es812843.html,https://www.picoblanes.com/casa-chalet-en-alcocer-de-planes-pueblos-de-la-montantildea-con-vistas-es812843.html,CHA0015,"PUEBLOS DE LA MONTAÑA, Alcocer de Planes, Alicante",250000.0,300.0,5.0,3.0,PUEBLOS DE LA MONTAÑA,Venta,2025-08-24,38.795394940956,-0.4029054140932,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1044497.html,https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1044497.html,LOC0161,"EL CAMI, Alcoy, Alicante",1000.0,900.0,,,EL CAMI,Alquiler,2025-08-24,38.688912336666,-0.47785177147906,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1116926.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1116926.html,OPC0024,"NORTE, Alcoy, Alicante",99000.0,129.0,,,NORTE,Alquiler opción a compra,2025-08-24,38.707827622827,-0.47050256631758,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-vistas-es1599613.html,https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-vistas-es1599613.html,CHA0141,"COCENTAINA, Cocentaina, Alicante",200000.0,130.0,3.0,1.0,COCENTAINA,Venta,2025-08-24,38.733562556576,-0.44109981500595,,,,,,,,,,,,,,,,
https://www.picoblanes.com/atico-en-alcoy-centro-con-ascensor-es943064.html,https://www.picoblanes.com/atico-en-alcoy-centro-con-ascensor-es943064.html,ATC0032,"CENTRO, Alcoy, Alicante",259000.0,230.0,5.0,2.0,CENTRO,Venta,2025-08-24,38.69565341739,-0.47654292082718,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-norte-con-ascensor-es1046989.html,https://www.picoblanes.com/oficina-en-alcoy-norte-con-ascensor-es1046989.html,OFI0031,"NORTE, Alcoy, Alicante",110000.0,146.0,,,NORTE,Venta,2025-08-24,38.705349410642,-0.47356052625285,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1602280.html,https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1602280.html,LOC0259,"CENTRO, Alcoy, Alicante",800.0,,,,CENTRO,Alquiler,2025-08-24,38.695942306654,-0.47640394863338,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-centro-con-ascensor-es988188.html,https://www.picoblanes.com/oficina-en-alcoy-centro-con-ascensor-es988188.html,OFI0021,"CENTRO, Alcoy, Alicante",1100.0,178.0,,1.0,CENTRO,Alquiler,2025-08-24,38.698520094507,-0.47352873927033,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es823613.html,https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es823613.html,LOC0030,"SANTA ROSA, Alcoy, Alicante",425000.0,210.0,,,SANTA ROSA,Venta,2025-08-24,38.697803442531,-0.48144602663768,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es946416.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es946416.html,LOC0122,"NORTE, Alcoy, Alicante",600.0,90.0,,,NORTE,Alquiler,2025-08-24,38.708095532513,-0.46656518252402,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-cocentaina-cocentaina-es1599667.html,https://www.picoblanes.com/local-comercial-en-cocentaina-cocentaina-es1599667.html,LOC0257,"COCENTAINA, Cocentaina, Alicante",180000.0,550.0,,,COCENTAINA,Venta,2025-08-24,38.733229648387,-0.4411211879636,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-gorga-pueblos-de-la-montana-con-vistas-es872320.html,https://www.picoblanes.com/casa-chalet-en-gorga-pueblos-de-la-montana-con-vistas-es872320.html,CHA0046,"PUEBLOS DE LA MONTAÑA, Gorga, Alicante",92000.0,167.0,6.0,3.0,PUEBLOS DE LA MONTAÑA,Venta,2025-08-24,38.718995256441,-0.35609029423282,,,,,,,,,,,,,,,,
https://www.picoblanes.com/edificio-en-alcoy-centro-con-vistas-es1556354.html,https://www.picoblanes.com/edificio-en-alcoy-centro-con-vistas-es1556354.html,EDF0011,"CENTRO, Alcoy, Alicante",250000.0,600.0,4.0,2.0,CENTRO,Venta,2025-08-24,38.697025095778,-0.47181685775776,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-es1046999.html,https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-es1046999.html,OFI0032,"SANTA ROSA, Alcoy, Alicante",18000.0,24.0,,,SANTA ROSA,Venta,2025-08-24,38.69357502885,-0.48437505434451,,,,,,,,,,,,,,,,
https://www.picoblanes.com/oficina-en-alcoy-ensanche-con-ascensor-es822958.html,https://www.picoblanes.com/oficina-en-alcoy-ensanche-con-ascensor-es822958.html,OFI0009,"ENSANCHE, Alcoy, Alicante",110000.0,160.0,,1.0,ENSANCHE,Venta,2025-08-24,38.702175645662,-0.47759449730225,,,,,,,,,,,,,,,,
https://www.picoblanes.com/parcela-en-muro-de-alcoy-muro-es1193105.html,https://www.picoblanes.com/parcela-en-muro-de-alcoy-muro-es1193105.html,PAR0016,"MURO, Muro de Alcoy, Alicante",596790.0,3141.0,,,MURO,Venta,2025-08-24,38.778099850199,-0.44651794647961,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-el-cami-con-ascensor-es1623096.html,https://www.picoblanes.com/piso-en-alcoy-el-cami-con-ascensor-es1623096.html,PIS0883,"EL CAMI, Alcoy, Alicante",800.0,120.0,3.0,1.0,EL CAMI,Alquiler,2025-08-24,38.690733747192,-0.47552412467124,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es833206.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es833206.html,LOC0045,"NORTE, Alcoy, Alicante",150000.0,230.0,,1.0,NORTE,Venta,2025-08-24,38.710506151267,-0.46647958953222,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es823606.html,https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es823606.html,LOC0029,"ENSANCHE, Alcoy, Alicante",75000.0,103.0,,,ENSANCHE,Venta,2025-08-24,38.702384966735,-0.47898913110326,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-ascensor-es1547577.html,https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-ascensor-es1547577.html,CHA0130,"MURO, Muro de Alcoy, Alicante",420000.0,393.0,4.0,2.0,MURO,Venta,2025-08-24,38.779794446425,-0.43816440999661,,,,,,,,,,,,,,,,
https://www.picoblanes.com/nave-en-alcoy-cotes-baixes-es817857.html,https://www.picoblanes.com/nave-en-alcoy-cotes-baixes-es817857.html,NAV0010,"COTES BAIXES, Alcoy, Alicante",120000.0,343.0,,1.0,COTES BAIXES,Venta,2025-08-24,38.713976538195,-0.45621150334119,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-de-pueblo-en-quatretondeta-con-vistas-es1136084.html,https://www.picoblanes.com/casa-de-pueblo-en-quatretondeta-con-vistas-es1136084.html,PUE0015,"Quatretondeta, Alicante",80000.0,580.0,7.0,1.0,,Venta,2025-08-24,38.723537233048,-0.31578213242765,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-piscina-es1557951.html,https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-piscina-es1557951.html,CHA0133,"COCENTAINA, Cocentaina, Alicante",280000.0,172.0,5.0,3.0,COCENTAINA,Venta,2025-08-24,38.747258456213,-0.43990473945112,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-batoy-es1177339.html,https://www.picoblanes.com/local-comercial-en-alcoy-batoy-es1177339.html,LOC0205,"BATOY, Alcoy, Alicante",42000.0,120.0,,,BATOY,Venta,2025-08-24,38.689035989925,-0.49318336140201,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-con-vistas-es1171152.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-con-vistas-es1171152.html,LOC0201,"NORTE, Alcoy, Alicante",800.0,100.0,,1.0,NORTE,Alquiler,2025-08-24,38.711281984847,-0.46740192477315,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1135732.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1135732.html,LOC0191,"NORTE, Alcoy, Alicante",55000.0,255.0,,,NORTE,Venta,2025-08-24,38.707154573802,-0.4716720886803,,,,,,,,,,,,,,,,
https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-piscina-es1054477.html,https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-piscina-es1054477.html,CHA0085,"MURO, Muro de Alcoy, Alicante",300000.0,310.0,7.0,2.0,MURO,Venta,2025-08-24,38.780829323474,-0.45652219964997,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es1001000.html,https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es1001000.html,PIS0466,"ENSANCHE, Alcoy, Alicante",295000.0,200.0,5.0,2.0,ENSANCHE,Venta,2025-08-24,38.699270729223,-0.4802981045651,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es818796.html,https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es818796.html,PIS0129,"ENSANCHE, Alcoy, Alicante",160000.0,178.0,4.0,2.0,ENSANCHE,Venta,2025-08-24,38.702642823289,-0.47671459012735,,,,,,,,,,,,,,,,
https://www.picoblanes.com/nave-en-muro-de-alcoy-muro-es937098.html,https://www.picoblanes.com/nave-en-muro-de-alcoy-muro-es937098.html,NAV0032,"MURO, Muro de Alcoy, Alicante",295000.0,400.0,,,MURO,Venta,2025-08-24,38.778554377608,-0.44537591354047,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-centro-con-garaje-es841622.html,https://www.picoblanes.com/local-comercial-en-alcoy-centro-con-garaje-es841622.html,LOC0054,"CENTRO, Alcoy, Alicante",45000.0,60.0,,1.0,CENTRO,Venta,2025-08-24,,,,,,,,,,,,,,,,,,
https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1618170.html,https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1618170.html,LOC0262,"NORTE, Alcoy, Alicante",150000.0,205.0,,,NORTE,Venta,2025-08-24,38.708168919708,-0.46556732946146,,,,,,,,,,,,,,,,
https://www.picoblanes.com/atico-en-alcoy-ensanche-con-vistas-es823878.html,https://www.picoblanes.com/atico-en-alcoy-ensanche-con-vistas-es823878.html,ATC0016,"ENSANCHE, Alcoy, Alicante",430000.0,320.0,3.0,3.0,ENSANCHE,Venta,2025-09-06,38.706311847314,-0.47902273467984,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-ensanche-con-vistas-es1638268.html,https://www.picoblanes.com/piso-en-alcoy-ensanche-con-vistas-es1638268.html,PIS0889,"ENSANCHE, Alcoy, Alicante",85000.0,80.0,3.0,1.0,ENSANCHE,Venta,2025-09-06,38.700276290574,-0.48396736593145,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-santa-rosa-con-ascensor-es1029843.html,https://www.picoblanes.com/piso-en-alcoy-santa-rosa-con-ascensor-es1029843.html,PIS0507,"SANTA ROSA, Alcoy, Alicante",700.0,110.0,3.0,2.0,SANTA ROSA,Alquiler,2025-09-06,38.695795768767,-0.48446083353203,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-ensanche-con-vistas-es1143502.html,https://www.picoblanes.com/piso-en-alcoy-ensanche-con-vistas-es1143502.html,PIS0664,"ENSANCHE, Alcoy, Alicante",430000.0,320.0,3.0,3.0,ENSANCHE,Venta,2025-09-06,38.706427490593,-0.47937543654881,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1633391.html,https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1633391.html,PIS0888,"CENTRO, Alcoy, Alicante",1000.0,140.0,4.0,2.0,CENTRO,Alquiler,2025-09-06,38.695878065528,-0.47766976935982,,,,,,,,,,,,,,,,
https://www.picoblanes.com/piso-en-alcoy-santa-rosa-es1621319.html,https://www.picoblanes.com/piso-en-alcoy-santa-rosa-es1621319.html,PIS0878,"SANTA ROSA, Alcoy, Alicante",580.0,70.0,3.0,1.0,SANTA ROSA,Alquiler,2025-09-06,38.697887699487,-0.48283046574064,,,,,,,,,,,,,,,,
